"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","sugiu"
"Cmdline:","dstat -tcmndr --output perf.csv 1 600",,,,"Date:","02 May 2025 20:12:44 JST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",
02-05 20:57:26,26.904,3.807,69.289,0,0,1042341888,1313390592,115859456,1328451584,2793,141386,0,0,0,0
02-05 20:57:27,21.483,2.302,76.215,0,0,1042857984,1312874496,115859456,1328451584,1714,108375,0,0,0,0
02-05 20:57:28,12.911,1.519,85.570,0,0,1035509760,1320484864,115859456,1320460288,1404,120503,0,0,0,0
02-05 20:57:29,13.317,1.005,85.176,0.503,0,1032306688,1323704320,115859456,1318551552,2799,148084,0,278528,0,4
02-05 20:57:30,13.924,0.759,85.316,0,0,1032306688,1323704320,115859456,1318551552,2493,149887,0,0,0,0
02-05 20:57:31,11.959,1.018,87.023,0,0,1032318976,1323704320,115859456,1318539264,1870,114287,0,122880,0,10
02-05 20:57:32,14.430,0.759,84.810,0,0,1032331264,1323692032,115859456,1318494208,2333,150769,0,0,0,0
02-05 20:57:33,14.610,2.015,83.375,0,0,1032290304,1323732992,115859456,1318494208,1714,122172,0,0,0,0
02-05 20:57:34,13.165,1.519,85.316,0,0,1032290304,1323732992,115859456,1318494208,2385,144867,0,0,0,0
02-05 20:57:35,13.568,1.759,84.673,0,0,1032290304,1323732992,115859456,1318494208,1769,110359,0,0,0,0
02-05 20:57:36,14.213,1.015,84.264,0.508,0,1032908800,1323114496,115859456,1318494208,4130,152506,0,196608,0,18
02-05 20:57:37,12.437,1.015,86.548,0,0,1032908800,1323114496,115859456,1318494208,2326,107563,0,0,0,0
02-05 20:57:38,16.919,1.768,81.313,0,0,1033166848,1322856448,115859456,1318494208,4451,157197,0,0,0,0
02-05 20:57:39,14.106,1.008,84.887,0,0,1033166848,1322856448,115859456,1318494208,4704,122784,0,0,0,0
02-05 20:57:40,13.418,1.013,85.570,0,0,1033166848,1322856448,115859456,1318494208,4675,148954,0,0,0,0
02-05 20:57:41,11.929,1.523,86.548,0,0,1033166848,1322856448,115859456,1318494208,3275,101032,0,0,0,0
02-05 20:57:42,13.317,1.256,85.427,0,0,1033318400,1322704896,115859456,1318494208,3778,127610,0,147456,0,4
02-05 20:57:43,13.250,1.750,85,0,0,1033424896,1322598400,115859456,1318494208,2801,153654,0,0,0,0
02-05 20:57:44,19.192,3.030,77.778,0,0,1033392128,1322631168,115859456,1318494208,2335,143226,0,1982464,0,242
02-05 20:57:45,18.528,2.030,79.442,0,0,1033240576,1322782720,115859456,1318494208,3484,104751,0,0,0,0
02-05 20:57:46,16.625,1.511,81.864,0,0,1033134080,1322889216,115859456,1318494208,2541,156524,0,0,0,0
02-05 20:57:47,11.705,0.509,87.786,0,0,1033134080,1322889216,115859456,1318494208,1402,120364,0,0,0,0
02-05 20:57:48,12.723,1.527,85.751,0,0,1033134080,1322889216,115859456,1318494208,2853,150456,0,0,0,0
02-05 20:57:49,14.106,1.259,84.383,0.252,0,1033134080,1322889216,115859456,1318494208,1859,108646,0,393216,0,20
02-05 20:57:50,14.214,1.746,84.040,0,0,1033134080,1322889216,115859456,1318494208,2337,148009,0,0,0,0
02-05 20:57:51,15.776,1.018,83.206,0,0,1033134080,1322889216,115859456,1318494208,2320,127508,0,0,0,0
02-05 20:57:52,14.213,0.508,85.279,0,0,1033134080,1322889216,115859456,1318494208,2229,138752,0,0,0,0
02-05 20:57:53,10.831,1.511,87.657,0,0,1033134080,1322889216,115859456,1318494208,1610,111452,0,0,0,0
02-05 20:57:54,12.437,1.015,86.548,0,0,1033125888,1322889216,115859456,1318502400,1612,120779,0,0,0,0
02-05 20:57:55,12.944,0.761,86.294,0,0,1033125888,1322889216,115859456,1318502400,2695,153528,0,0,0,0
02-05 20:57:56,15.949,1.519,82.278,0.253,0,1033281536,1322471424,115859456,1319202816,2286,141490,0,57344,0,4
02-05 20:57:57,14.464,2.244,83.292,0,0,1033543680,1322471424,115859456,1318940672,1922,119600,0,0,0,0
02-05 20:57:58,14.213,0.508,85.279,0,0,1033220096,1322795008,115859456,1318940672,2593,141512,0,0,0,0
02-05 20:57:59,12.750,1.750,85.500,0,0,1033220096,1322795008,115859456,1318940672,2026,109175,0,0,0,0
02-05 20:58:00,12.214,1.018,86.768,0,0,1033220096,1322795008,115859456,1318940672,2489,162841,0,1310720,0,156
02-05 20:58:01,11.139,2.278,86.329,0.253,0,1026887680,1329127424,115859456,1312894976,2026,108630,0,196608,0,4
02-05 20:58:02,19.643,1.531,78.827,0,0,1026887680,1329127424,115859456,1312894976,1924,122894,0,0,0,0
02-05 20:58:03,14.646,1.263,84.091,0,0,1026887680,1329127424,115859456,1312894976,2645,133024,0,0,0,0
02-05 20:58:04,12.626,1.768,85.606,0,0,1026887680,1329127424,115859456,1312894976,2023,162564,0,0,0,0
02-05 20:58:05,12.563,1.256,86.181,0,0,1026887680,1329127424,115859456,1312894976,1766,109123,0,0,0,0
02-05 20:58:06,13.706,1.015,85.279,0,0,1026887680,1329127424,115859456,1312894976,2491,157684,0,73728,0,4
02-05 20:58:07,11.196,1.272,87.532,0,0,1026887680,1329127424,115859456,1312894976,1818,135979,0,0,0,0
02-05 20:58:08,18.718,1.026,80.256,0,0,1026887680,1329127424,115859456,1312894976,2333,140455,0,0,0,0
02-05 20:58:09,13.452,1.523,84.772,0.254,0,1026723840,1329291264,115859456,1312894976,2026,120405,0,139264,0,6
02-05 20:58:10,15.152,0.758,84.091,0,0,1026625536,1329389568,115859456,1312894976,2231,132315,0,0,0,0
02-05 20:58:11,14.214,0.748,85.037,0,0,1026625536,1329389568,115859456,1312894976,1924,130029,0,0,0,0
02-05 20:58:12,14.646,1.515,83.838,0,0,1026625536,1329389568,115859456,1312894976,1560,132864,0,0,0,0
02-05 20:58:13,13.924,1.013,85.063,0,0,1026560000,1329389568,115859456,1312960512,2539,111996,0,0,0,0
02-05 20:58:14,15.681,1.028,83.290,0,0,1026560000,1329389568,115859456,1312960512,2335,152985,0,114688,0,4
02-05 20:58:15,13.065,1.256,85.678,0,0,1026560000,1329389568,115859456,1312960512,1298,125950,0,0,0,0
02-05 20:58:16,14.286,1.754,83.960,0,0,1026818048,1329131520,115859456,1312960512,1560,114699,0,835584,0,116
02-05 20:58:17,14.070,1.759,84.171,0,0,1026531328,1329418240,115859456,1312960512,2231,90901,0,0,0,0
02-05 20:58:18,13.500,0.750,85.750,0,0,1026531328,1329418240,115859456,1312960512,2265,127268,0,0,0,0
02-05 20:58:19,15.075,2.010,82.161,0.754,0,1025208320,1330720768,115859456,1312980992,2390,171421,0,344064,0,18
02-05 20:58:20,12.690,1.523,85.787,0,0,1025208320,1330720768,115859456,1312980992,2697,126716,0,0,0,0
02-05 20:58:21,12.658,1.519,85.823,0,0,1025208320,1330720768,115859456,1312980992,1662,120415,0,753664,0,110
02-05 20:58:22,13.165,1.013,85.823,0,0,1025208320,1330720768,115859456,1312980992,1924,138544,0,0,0,0
02-05 20:58:23,13.418,1.266,85.316,0,0,1025208320,1330720768,115859456,1312980992,2937,109491,0,0,0,0
02-05 20:58:24,18.734,1.266,80,0,0,1025200128,1330720768,115859456,1312989184,1664,106103,0,106496,0,4
02-05 20:58:25,15.657,2.020,82.323,0,0,1025200128,1330720768,115859456,1312989184,2385,143080,0,0,0,0
02-05 20:58:26,14.467,1.523,84.010,0,0,1029066752,1326592000,115859456,1319211008,2907,152902,0,0,0,0
02-05 20:58:27,13.317,2.010,84.673,0,0,1029066752,1326592000,115859456,1319211008,1974,125376,0,0,0,0
02-05 20:58:28,14.610,1.511,83.879,0,0,1029328896,1326592000,115859456,1318948864,2647,147317,0,0,0,0
02-05 20:58:29,14.646,1.010,84.343,0,0,1029586944,1326333952,115859456,1318948864,12724,138205,0,0,0,0
02-05 20:58:30,18.640,1.259,79.849,0.252,0,1029586944,1326333952,115859456,1318948864,2021,131830,0,204800,0,4
02-05 20:58:31,12.814,1.508,85.678,0,0,1022517248,1333403648,115859456,1312972800,1662,131217,0,720896,0,90
02-05 20:58:32,13.452,1.269,85.279,0,0,1022517248,1333403648,115859456,1312972800,2439,144647,0,540672,0,82
02-05 20:58:33,13.452,1.015,85.533,0,0,1022517248,1333403648,115859456,1312972800,1506,122352,0,0,0,0
02-05 20:58:34,13.165,0.759,86.076,0,0,1022517248,1333403648,115859456,1312972800,2387,138156,0,0,0,0
02-05 20:58:35,11.646,1.519,86.835,0,0,1022517248,1333403648,115859456,1312972800,2182,127929,0,0,0,0
02-05 20:58:36,13.317,0.754,85.678,0.251,0,1022517248,1333403648,115859456,1312972800,1765,139534,0,106496,0,4
02-05 20:58:37,12.183,1.269,86.548,0,0,1022623744,1333297152,115859456,1312972800,2184,122478,0,163840,0,2
02-05 20:58:38,13.452,1.777,84.772,0,0,1022517248,1333403648,115859456,1312972800,2491,138149,0,0,0,0
02-05 20:58:39,14.250,1,84.750,0,0,1022517248,1333403648,115859456,1312972800,1922,123832,0,0,0,0
02-05 20:58:40,15.013,2.036,82.952,0,0,1024032768,1331875840,115859456,1312985088,3179,139942,0,0,0,0
02-05 20:58:41,20.500,3.250,76.250,0,0,1025839104,1330069504,115859456,1312985088,12888,130660,0,0,0,0
02-05 20:58:42,11.839,2.015,85.642,0.504,0,1026052096,1329856512,115859456,1312985088,4753,140503,0,2400256,0,224
02-05 20:58:43,13.706,0.761,85.533,0,0,1025794048,1330114560,115859456,1312985088,3534,114796,0,0,0,0
02-05 20:58:44,12.343,1.259,86.398,0,0,1025794048,1330114560,115859456,1312985088,2845,149688,0,0,0,0
02-05 20:58:45,13.930,1.741,84.328,0,0,1025794048,1330114560,115859456,1312985088,4502,124747,0,0,0,0
02-05 20:58:46,18.136,1.008,80.856,0,0,1025794048,1330114560,115859456,1312985088,1612,128820,0,0,0,0
02-05 20:58:47,12.879,1.263,85.606,0.253,0,1025859584,1330114560,115859456,1312919552,2541,135534,0,114688,0,4
02-05 20:58:48,13.740,1.527,84.733,0,0,1025859584,1330114560,115859456,1312919552,3746,140746,0,0,0,0
02-05 20:58:49,13.486,0.763,85.751,0,0,1025871872,1330114560,115859456,1312907264,2591,126687,0,98304,0,10
02-05 20:58:50,12.374,0.758,86.869,0,0,1025871872,1330114560,115859456,1312907264,2541,141542,0,0,0,0
02-05 20:58:51,12.814,1.005,86.181,0,0,1025871872,1330114560,115859456,1312907264,1610,124748,0,0,0,0
02-05 20:58:52,14.750,1.750,83.500,0,0,1025871872,1330114560,115859456,1312907264,2701,133806,0,0,0,0
02-05 20:58:53,13.466,1.247,85.287,0,0,1025871872,1330114560,115859456,1312907264,1610,115210,0,0,0,0
02-05 20:58:54,13.317,1.759,84.673,0.251,0,1025871872,1330114560,115859456,1312907264,1854,154898,0,40960,0,4
02-05 20:58:55,13.317,1.005,85.678,0,0,1025871872,1330114560,115859456,1312907264,2903,117746,0,0,0,0
02-05 20:58:56,14.213,1.523,84.264,0,0,1031286784,1324437504,115859456,1319129088,2231,140770,0,0,0,0
02-05 20:58:57,16.667,2.020,81.313,0,0,1031548928,1324437504,115859456,1318866944,2234,120009,0,0,0,0
02-05 20:58:58,13.317,1.005,85.678,0,0,1031565312,1324437504,115859456,1318850560,1200,144545,0,753664,0,122
02-05 20:58:59,13.965,0.748,85.287,0,0,1031565312,1324437504,115859456,1318850560,2073,123670,0,0,0,0
02-05 20:59:00,14.684,0.759,84.557,0,0,1031565312,1324437504,115859456,1318850560,2125,138684,0,0,0,0
02-05 20:59:01,14.322,1.256,84.422,0,0,1023229952,1332764672,115859456,1312899072,1870,117042,0,229376,0,4
02-05 20:59:02,15.829,1.256,82.915,0,0,1020694528,1335300096,115859456,1312899072,2127,146148,0,0,0,0
02-05 20:59:03,14.536,1.504,83.960,0,0,1020694528,1335300096,115859456,1312899072,2026,123865,0,0,0,0
02-05 20:59:04,13.486,0.509,86.005,0,0,1020694528,1335300096,115859456,1312899072,2283,137901,0,0,0,0
02-05 20:59:05,13.131,1.010,85.859,0,0,1020952576,1335042048,115859456,1312899072,2442,128809,0,0,0,0
02-05 20:59:06,14.925,1.493,83.333,0.249,0,1020952576,1335042048,115859456,1312899072,1659,135643,0,57344,0,4
02-05 20:59:07,14.106,0.756,85.139,0,0,1020952576,1335042048,115859456,1312899072,2442,129621,0,0,0,0
02-05 20:59:08,20.655,1.008,78.338,0,0,1021181952,1334812672,115859456,1312899072,2125,135560,0,0,0,0
02-05 20:59:09,11.139,0.759,88.101,0,0,1021181952,1334812672,115859456,1312899072,2026,111917,0,0,0,0
02-05 20:59:10,12.658,1.013,86.329,0,0,1021181952,1334812672,115859456,1312899072,2127,151005,0,0,0,0
02-05 20:59:11,14.106,1.511,84.131,0.252,0,1021169664,1334812672,115859456,1312911360,2026,125115,0,221184,0,16
02-05 20:59:12,12.405,1.519,86.076,0,0,1021169664,1334812672,115859456,1312911360,2751,139388,0,0,0,0
02-05 20:59:13,12.658,2.025,85.316,0,0,1021169664,1334812672,115859456,1312911360,1976,123407,0,0,0,0
02-05 20:59:14,17.215,1.772,81.013,0,0,1021169664,1334812672,115859456,1312911360,2853,140028,0,0,0,0
02-05 20:59:15,13.250,1.750,85,0,0,1021169664,1334812672,115859456,1312911360,1610,123313,0,0,0,0
02-05 20:59:16,13.283,1.754,84.962,0,0,1021169664,1334812672,115859456,1312911360,1919,141158,0,0,0,0
02-05 20:59:17,12.308,1.026,86.667,0,0,1021169664,1334812672,115859456,1312911360,1922,115407,0,32768,0,4
02-05 20:59:18,13.065,1.759,85.176,0,0,1021169664,1334812672,115859456,1312911360,2547,147101,0,163840,0,2
02-05 20:59:19,14.899,1.263,83.838,0,0,1021169664,1334812672,115859456,1312911360,1870,125962,0,0,0,0
02-05 20:59:20,14.604,1.733,83.416,0.248,0,1021169664,1334812672,115859456,1312911360,2439,138503,0,180224,0,8
02-05 20:59:21,13.065,1.256,85.678,0,0,1021169664,1334812672,115859456,1312911360,2632,125376,0,0,0,0
02-05 20:59:22,13.959,0.761,85.279,0,0,1021169664,1334812672,115859456,1312911360,3061,139791,0,0,0,0
02-05 20:59:23,13.065,1.508,85.427,0,0,1021161472,1334812672,115859456,1312919552,1610,119130,0,0,0,0
02-05 20:59:24,15.051,1.020,83.929,0,0,1021161472,1334812672,115859456,1312919552,2333,140493,0,0,0,0
02-05 20:59:25,14.070,1.759,84.171,0,0,1021161472,1334812672,115859456,1312919552,1974,114598,0,0,0,0
02-05 20:59:26,14.872,1.795,83.333,0,0,1028370432,1327341568,115859456,1319141376,2913,147278,0,155648,0,4
02-05 20:59:27,13.350,1.763,84.887,0,0,1028632576,1327341568,115859456,1318879232,1768,130546,0,0,0,0
02-05 20:59:28,15.212,1.247,83.541,0,0,1028632576,1327341568,115859456,1318879232,2491,138077,0,0,0,0
02-05 20:59:29,13.924,1.519,84.557,0,0,1028632576,1327341568,115859456,1318879232,1766,111796,0,573440,0,48
02-05 20:59:30,12.245,1.531,86.224,0,0,1028624384,1327341568,115859456,1318887424,2127,145790,0,0,0,0
02-05 20:59:31,13.065,1.256,85.427,0.251,0,1022271488,1333694464,115859456,1312927744,2078,127351,0,155648,0,4
02-05 20:59:32,12.750,1.250,86,0,0,1022271488,1333694464,115859456,1312927744,2283,140528,0,0,0,0
02-05 20:59:33,14.604,1.238,84.158,0,0,1022529536,1333436416,115859456,1312927744,2026,120049,0,0,0,0
02-05 20:59:34,13.568,1.256,85.176,0,0,1022529536,1333436416,115859456,1312927744,2427,144795,0,540672,0,102
02-05 20:59:35,15.696,1.519,82.785,0,0,1022529536,1333436416,115859456,1312927744,1196,99437,0,0,0,0
02-05 20:59:36,14.213,0.761,85.025,0,0,1022529536,1333436416,115859456,1312927744,2699,154050,0,0,0,0
02-05 20:59:37,12.658,1.013,86.076,0.253,0,1022521344,1333436416,115859456,1312935936,1922,138137,0,106496,0,4
02-05 20:59:38,13.299,0.767,85.934,0,0,1022779392,1333178368,115859456,1312935936,2283,133043,0,163840,0,2
02-05 20:59:39,14.861,2.015,83.123,0,0,1024450560,1331511296,115859456,1312931840,10799,113628,0,16384,0,2
02-05 20:59:40,19.192,2.525,78.283,0,0,1024831488,1331113984,115859456,1312948224,2250,107704,0,0,0,0
02-05 20:59:41,17.812,2.036,79.644,0.509,0,1024843776,1331113984,115859456,1312935936,2546,160512,0,385024,0,18
02-05 20:59:42,14.610,1.259,84.131,0,0,1024843776,1331113984,115859456,1312935936,3803,148969,0,0,0,0
02-05 20:59:43,13.065,1.508,85.427,0,0,1024843776,1331113984,115859456,1312935936,11338,111918,0,0,0,0
02-05 20:59:44,12.690,1.777,85.533,0,0,1024843776,1331113984,115859456,1312935936,3783,156856,0,212992,0,26
02-05 20:59:45,13.198,1.523,85.279,0,0,1024843776,1331113984,115859456,1312935936,4213,93528,0,0,0,0
02-05 20:59:46,17.136,1.535,81.074,0.256,0,1022427136,1333530624,115859456,1313984512,4185,109002,0,221184,0,6
02-05 20:59:47,13.784,2.757,83.459,0,0,1022427136,1333530624,115859456,1313984512,3542,104385,0,0,0,0
02-05 20:59:48,14.035,1.253,84.712,0,0,1021517824,1334439936,115859456,1313075200,2437,127257,0,0,0,0
02-05 20:59:49,12.437,2.030,85.533,0,0,1021493248,1334464512,115859456,1312931840,4160,131015,0,16384,0,2
02-05 20:59:50,11.899,1.772,86.329,0,0,1021493248,1334464512,115859456,1312931840,2801,137439,0,0,0,0
02-05 20:59:51,14.070,1.256,84.673,0,0,1021480960,1334464512,115859456,1312944128,1818,119091,0,0,0,0
02-05 20:59:52,16.497,1.015,82.234,0.254,0,1021427712,1334464512,115859456,1312997376,2387,142610,0,90112,0,4
02-05 20:59:53,13.636,1.010,85.354,0,0,1021419520,1334464512,115859456,1313005568,2494,127572,0,0,0,0
02-05 20:59:54,14.286,1.754,83.960,0,0,1021419520,1334464512,115859456,1313005568,2179,144067,0,65536,0,10
02-05 20:59:55,14.250,1.750,84,0,0,1021419520,1334464512,115859456,1313005568,2378,117033,0,0,0,0
02-05 20:59:56,14.684,1.772,83.544,0,0,1028567040,1327054848,115859456,1319227392,2801,177374,0,0,0,0
02-05 20:59:57,16.113,1.535,82.353,0,0,1028571136,1327312896,115859456,1318965248,1298,119622,0,0,0,0
02-05 20:59:58,13.636,1.263,85.101,0,0,1028571136,1327312896,115859456,1318965248,2387,135851,0,139264,0,4
02-05 20:59:59,12.405,1.519,86.076,0,0,1028571136,1327312896,115859456,1318965248,1870,117569,0,0,0,0
02-05 21:00:00,14.106,1.763,84.131,0,0,1028571136,1327312896,115859456,1318965248,2078,133352,0,663552,0,56
02-05 21:00:01,13.534,1.504,84.962,0,0,1020051456,1335832576,115859456,1313005568,1454,123298,0,0,0,0
02-05 21:00:02,14.684,1.519,83.797,0,0,1019195392,1336688640,115859456,1313005568,2231,145023,0,0,0,0
02-05 21:00:03,12.121,1.515,86.364,0,0,1018626048,1337257984,115859456,1313005568,2390,142262,0,0,0,0
02-05 21:00:04,13.131,1.010,85.859,0,0,1018634240,1337257984,115859456,1312997376,2439,132074,0,0,0,0
02-05 21:00:05,13.043,1.023,85.934,0,0,1018634240,1337257984,115859456,1312997376,1818,124071,0,172032,0,12
02-05 21:00:06,12.944,1.015,86.041,0,0,1018634240,1337257984,115859456,1312997376,1815,121926,0,0,0,0
02-05 21:00:07,15,1.750,83.250,0,0,1018634240,1337257984,115859456,1312997376,1506,90727,0,0,0,0
02-05 21:00:08,11.616,1.768,86.616,0,0,1018634240,1337257984,115859456,1312997376,1971,107425,0,0,0,0
02-05 21:00:09,13.098,1.008,85.894,0,0,1018634240,1337257984,115859456,1312997376,1662,107152,0,0,0,0
02-05 21:00:10,13.384,1.263,85.101,0.253,0,1018634240,1337257984,115859456,1312997376,2075,126717,0,1130496,0,188
02-05 21:00:11,12.245,1.276,86.480,0,0,1018634240,1337257984,115859456,1312997376,1402,121673,0,0,0,0
02-05 21:00:12,14.430,1.772,83.797,0,0,1018634240,1337257984,115859456,1312997376,2335,186601,0,0,0,0
02-05 21:00:13,17.632,1.763,80.101,0.504,0,1018892288,1336999936,115859456,1312997376,1610,105734,0,212992,0,16
02-05 21:00:14,13.706,1.015,85.279,0,0,1018892288,1336999936,115859456,1312997376,2491,147662,0,0,0,0
02-05 21:00:15,14.963,1.746,83.292,0,0,1017667584,1338212352,115859456,1313009664,2130,121001,0,0,0,0
02-05 21:00:16,13.965,1.995,84.040,0,0,1017548800,1338331136,115859456,1313009664,1919,133304,0,0,0,0
02-05 21:00:17,14.536,1.253,84.211,0,0,1017548800,1338331136,115859456,1313009664,1974,126533,0,0,0,0
02-05 21:00:18,17.172,1.768,81.061,0,0,1017548800,1338331136,115859456,1313009664,2541,143281,0,0,0,0
02-05 21:00:19,14.031,0.510,85.459,0,0,1017548800,1338331136,115859456,1313009664,2026,118899,0,0,0,0
02-05 21:00:20,14.358,1.008,84.635,0,0,1017806848,1338073088,115859456,1313009664,2801,144459,0,876544,0,88
02-05 21:00:21,13.819,1.508,84.673,0,0,1017806848,1338073088,115859456,1313009664,1250,109716,0,0,0,0
02-05 21:00:22,13.452,1.015,85.533,0,0,1017806848,1338073088,115859456,1313009664,2179,153609,0,0,0,0
02-05 21:00:23,13.534,1.253,85.213,0,0,1017806848,1338073088,115859456,1313009664,2586,118472,0,0,0,0
02-05 21:00:24,18.274,1.777,79.949,0,0,1017806848,1338073088,115859456,1313009664,2283,137982,0,0,0,0
02-05 21:00:25,18.182,1.515,80.303,0,0,1017872384,1338073088,115859456,1312944128,2078,127065,0,90112,0,6
02-05 21:00:26,14.213,1.523,84.264,0,0,1022513152,1333170176,115859456,1319165952,1919,144190,0,0,0,0
02-05 21:00:27,19.593,1.781,78.626,0,0,1025368064,1330593792,115859456,1318887424,13745,126304,0,0,0,0
02-05 21:00:28,12.879,0.758,86.364,0,0,1025368064,1330593792,115859456,1318887424,2697,153101,0,0,0,0
02-05 21:00:29,14.106,0.756,85.139,0,0,1024823296,1331138560,115859456,1318887424,1766,117651,0,0,0,0
02-05 21:00:30,16.962,1.772,80.253,1.013,0,1024823296,1331138560,115859456,1318887424,2491,147860,0,1097728,0,62
02-05 21:00:31,14.031,1.531,84.439,0,0,1016057856,1339904000,115859456,1312927744,2078,118717,0,0,0,0
02-05 21:00:32,13.350,1.511,85.139,0,0,1016057856,1339904000,115859456,1312927744,2387,144684,0,0,0,0
02-05 21:00:33,13.165,1.772,85.063,0,0,1016057856,1339904000,115859456,1312927744,1558,109271,0,0,0,0
02-05 21:00:34,13.959,0.761,85.279,0,0,1016057856,1339904000,115859456,1312927744,2387,154432,0,0,0,0
02-05 21:00:35,11.392,2.278,86.329,0,0,1016057856,1339904000,115859456,1312927744,1766,118898,0,90112,0,6
02-05 21:00:36,15.909,1.010,83.081,0,0,1016315904,1339645952,115859456,1312927744,2021,135835,0,49152,0,4
02-05 21:00:37,13.350,1.259,85.390,0,0,1016315904,1339645952,115859456,1312927744,1610,126251,0,0,0,0
02-05 21:00:38,13.265,1.531,85.204,0,0,1016315904,1339645952,115859456,1312927744,2335,146825,0,0,0,0
02-05 21:00:39,12.944,1.269,85.787,0,0,1016557568,1339392000,115859456,1312940032,2180,116755,0,0,0,0
02-05 21:00:40,14.358,0.756,84.887,0,0,1016557568,1339392000,115859456,1312940032,2645,137661,0,8192,0,2
02-05 21:00:41,16.962,1.519,81.519,0,0,1016815616,1339133952,115859456,1312940032,2030,127843,0,303104,0,8
